ActID,ActionID,EmpID,EffectiveDt
1066,90,464,2015-04-04
1067,10,1039,2015-07-31
1068,90,650,2015-06-05
1069,10,1040,2015-01-01
1070,91,935,2015-04-30
1071,10,1041,2015-05-31
1072,10,1042,2015-01-01
1073,91,370,2015-10-15
1074,10,1043,2015-08-22
1075,10,1044,2015-06-27
1076,10,1045,2015-04-27
1077,10,1046,2015-07-03
1078,90,655,2015-06-25
1079,10,1047,2015-06-19
1080,10,1048,2015-10-08
1081,10,1049,2015-07-18
1082,91,630,2015-06-09
1083,10,1050,2015-08-01
1084,90,133,2015-05-08
1085,10,1051,2015-10-26
1086,90,328,2016-05-18
1087,10,1052,2016-05-17
1088,90,293,2016-05-14
1089,10,1053,2016-01-22
1090,91,564,2016-05-21
1091,10,1054,2016-05-13
1092,91,207,2016-04-17
1093,10,1055,2016-02-25
1094,91,662,2016-07-17
1095,10,1056,2016-07-29
1096,91,721,2016-07-28
1097,10,1057,2016-09-12
1098,91,728,2016-01-26
1099,10,1058,2017-02-02
1100,90,666,2016-05-02
1101,10,1059,2016-02-01
1102,91,133,2016-05-21
1103,10,1060,2017-01-12
1104,90,882,2016-10-17
1105,10,1061,2016-04-07
1106,91,794,2016-10-30
1107,10,1062,2016-12-01
1108,10,1063,2016-03-24
1109,90,1006,2016-04-30
1110,10,1064,2016-03-17
1111,90,387,2016-07-20
1112,10,1065,2016-07-03
1113,90,834,2016-04-03
1114,10,1066,2016-03-19
1115,90,846,2016-08-09
1116,10,1067,2016-07-25
1117,90,715,2016-07-27
1118,10,1068,2016-06-20
1119,90,441,2016-08-04
1120,10,1069,2016-02-29
1121,90,190,2016-07-05
1122,10,1070,2016-06-08
1123,90,557,2016-08-18
1124,10,1071,2016-03-25
1125,90,81,2017-04-13
1126,10,1072,2016-09-02
1127,90,321,2016-06-19
1128,10,1073,2016-10-19
1129,91,976,2016-03-25
1130,10,1074,2016-09-30
1131,91,728,2016-09-15
1132,10,1075,2016-06-16
1133,10,1076,2016-04-11
1134,90,588,2016-02-02
1135,10,1077,2016-08-04
1136,91,63,2016-08-25
1137,10,1078,2016-03-07
1138,90,264,2016-04-09
1139,10,1079,2016-03-22
1140,90,582,2016-08-14
1141,10,1080,2016-07-18
1142,90,95,2016-10-29
1143,10,1081,2016-06-22
1144,90,482,2016-07-03
1145,10,1082,2016-06-08
1146,90,609,2016-06-18
1147,10,1083,2016-10-10
1148,91,42,2016-09-21
1149,10,1084,2016-05-09
1150,90,126,2016-06-20
1151,10,1085,2016-02-15
1152,10,1086,2016-07-04
1153,90,504,2016-11-25
1154,10,1087,2016-07-25
1155,91,769,2016-08-13
1156,10,1088,2016-04-04
1157,91,580,2016-11-14
1158,10,1089,2016-07-24
1159,90,1046,2016-03-27
1160,10,1090,2016-05-27
1161,10,1091,2016-02-08
1162,90,211,2016-04-19
1163,10,1092,2016-09-08
1164,90,420,2016-04-06
1165,10,1093,2016-12-21
1166,91,621,2016-08-07
1167,10,1094,2016-10-14
1168,91,959,2016-09-26
1169,10,1095,2016-07-08
1170,91,671,2016-06-23
1171,10,1096,2016-07-27
1172,90,587,2016-09-12
1173,10,1097,2016-04-20
1174,90,648,2016-06-26
1175,10,1098,2016-06-11
1176,90,348,2016-06-15
1177,10,1099,2016-09-16
1178,91,514,2015-12-28
1179,10,1100,2016-09-27
1180,90,82,2016-04-29
1181,10,1101,2016-08-10
1182,90,666,2016-05-04
1183,10,1102,2016-07-16
1184,10,1103,2016-03-29
1185,90,214,2016-10-11
1186,10,1104,2016-03-02
1187,91,1028,2016-04-21
1188,10,1105,2016-10-28
1189,91,309,2017-09-26
1190,10,1106,2017-09-23
1191,91,625,2017-08-07
1192,10,1107,2017-09-25
1193,91,1071,2017-09-02
1194,10,1108,2017-03-13
1195,91,126,2017-04-22
1196,10,1109,2017-02-15
1197,90,835,2017-08-06
1198,10,1110,2017-10-04
1199,91,839,2017-09-16
1200,10,1111,2017-04-19
1201,91,53,2017-07-21
1202,10,1112,2017-04-04
1203,90,147,2017-01-15
1204,10,1113,2017-04-04
1205,91,1040,2017-11-18
1206,10,1114,2017-06-26
1207,91,117,2017-06-04
1208,10,1115,2017-11-01
1209,91,1,2017-05-29
1210,10,1116,2017-07-08
1211,91,1052,2017-04-20
1212,10,1117,2017-04-24
1213,91,253,2017-08-06
1214,10,1118,2017-10-26
1215,91,837,2017-11-09
1216,10,1119,2017-07-09
1217,90,155,2017-09-16
1218,10,1120,2017-05-20
1219,90,266,2017-03-27
1220,10,1121,2017-06-10
1221,90,794,2017-09-03
1222,10,1122,2017-01-24
1223,91,234,2017-09-15
1224,10,1123,2017-05-21
1225,90,781,2017-11-08
1226,10,1124,2017-09-22
1227,91,338,2017-06-05
1228,10,1125,2017-09-19
1229,90,486,2017-05-10
1230,10,1126,2017-07-04
1231,91,985,2017-09-10
1232,10,1127,2017-02-13
1233,91,273,2017-08-12
1234,10,1128,2017-03-23
1235,90,138,2017-06-15
1236,10,1129,2017-07-07
1237,91,1099,2017-08-14
1238,10,1130,2017-11-11
1239,90,834,2017-09-26
1240,10,1131,2017-05-07
1241,90,414,2016-12-27
1242,10,1132,2016-11-17
1243,90,855,2017-07-10
1244,10,1133,2017-11-15
1245,91,250,2017-06-29
1246,10,1134,2017-05-08
1247,91,430,2017-03-29
1248,10,1135,2017-08-01
1249,91,665,2017-02-01
1250,10,1136,2017-11-24
1251,90,1053,2018-01-08
1252,10,1137,2017-04-27
1253,91,489,2017-03-18
1254,10,1138,2017-08-27
1255,90,226,2017-06-22
1256,10,1139,2017-08-06
1257,91,603,2017-07-19
1258,10,1140,2017-07-24
1259,90,1019,2017-06-09
1260,10,1141,2017-05-09
1261,90,592,2016-12-08
1262,10,1142,2017-08-02
1263,91,1028,2017-07-24
1264,10,1143,2017-07-21
1265,91,401,2017-10-01
1266,10,1144,2017-05-30
1267,90,637,2017-07-15
1268,10,1145,2017-07-19
1269,91,697,2017-12-18
1270,10,1146,2017-08-14
1271,90,266,2017-05-05
1272,10,1147,2017-07-23
1273,90,465,2017-06-21
1274,10,1148,2017-04-13
1275,90,937,2017-04-11
1276,10,1149,2017-07-30
1277,90,955,2017-09-15
1278,10,1150,2017-06-23
1279,10,1151,2017-08-24
1280,91,358,2017-04-04
1281,10,1152,2017-09-06
1282,90,165,2017-04-09
1283,10,1153,2017-07-04
1284,90,837,2017-05-29
1285,10,1154,2017-02-14
1286,10,1155,2017-10-16
1287,10,1156,2017-06-10
1288,90,944,2017-08-05
1289,10,1157,2017-07-31
1290,91,1014,2017-03-27
1291,10,1158,2017-08-26
1292,91,178,2017-07-06
1293,10,1159,2017-06-26
1294,90,781,2017-06-10
1295,10,1160,2017-07-30
1296,90,243,2017-10-25
1297,10,1161,2017-08-27
1298,90,950,2018-11-21
1299,10,1162,2018-06-03
1300,90,867,2018-05-30
1301,10,1163,2018-05-13
1302,90,76,2018-09-17
1303,10,1164,2018-08-14
1304,91,350,2019-01-07
1305,10,1165,2019-02-20
1306,90,1084,2018-10-06
1307,10,1166,2018-06-09
1308,90,687,2018-07-21
1309,10,1167,2018-05-07
1310,91,814,2018-04-17
1311,10,1168,2018-09-07
1312,91,647,2018-04-11
1313,10,1169,2018-06-16
1314,91,766,2017-11-17
1315,10,1170,2018-08-10
1316,91,609,2018-10-20
1317,10,1171,2018-09-22
1318,91,1042,2018-07-18
1319,10,1172,2018-07-13
1320,91,228,2018-07-06
1321,10,1173,2018-07-07
1322,91,292,2018-01-28
1323,10,1174,2018-02-24
1324,90,525,2018-08-22
1325,10,1175,2018-07-07
1326,91,353,2018-10-24
1327,10,1176,2018-07-23
1328,90,157,2018-12-11
1329,10,1177,2018-04-28
1330,90,461,2018-06-02
1331,10,1178,2018-03-02
1332,91,459,2018-04-19
1333,10,1179,2018-10-27
1334,91,184,2018-06-11
1335,10,1180,2018-02-06
1336,91,164,2018-10-12
1337,10,1181,2018-06-10
1338,90,52,2018-07-14
1339,10,1182,2018-07-15
1340,91,921,2018-05-02
1341,10,1183,2018-05-25
1342,90,878,2018-04-21
1343,10,1184,2018-07-11
1344,91,303,2018-09-19
1345,10,1185,2018-06-03
1346,91,663,2018-12-30
1347,10,1186,2018-09-11
1348,91,7,2018-10-08
1349,10,1187,2018-06-05
1350,91,158,2017-12-22
1351,10,1188,2018-06-09
1352,90,571,2018-06-27
1353,10,1189,2018-09-20
1354,91,49,2018-08-28
1355,10,1190,2018-09-04
1356,91,257,2018-09-15
1357,10,1191,2018-04-14
1358,90,210,2018-04-16
1359,10,1192,2018-01-05
1360,91,811,2018-12-15
1361,10,1193,2018-10-05
1362,90,1139,2018-10-28
1363,10,1194,2018-09-06
1364,91,422,2018-06-09
1365,10,1195,2018-05-05
1366,90,872,2018-03-26
1367,10,1196,2018-07-14
1368,91,917,2018-04-20
1369,10,1197,2018-06-17
1370,90,1176,2018-10-04
1371,10,1198,2018-03-31
1372,90,557,2018-08-26
1373,10,1199,2018-06-19
1374,91,173,2018-08-22
1375,10,1200,2018-10-11
1376,90,142,2018-09-07
1377,10,1201,2018-11-20
1378,91,167,2019-01-24
1379,10,1202,2018-05-31
1380,90,290,2018-10-28
1381,10,1203,2018-04-03
1382,10,1204,2018-05-02
1383,91,61,2018-04-29
1384,10,1205,2018-07-22
1385,91,996,2018-03-18
1386,10,1206,2018-07-16
1387,91,73,2018-09-18
1388,10,1207,2017-10-31
1389,91,300,2018-02-22
1390,10,1208,2018-05-01
1391,90,649,2018-08-25
1392,10,1209,2018-05-07
1393,90,1168,2018-11-16
1394,10,1210,2018-06-05
1395,90,348,2018-09-15
1396,10,1211,2018-05-25
1397,90,31,2018-07-28
1398,10,1212,2018-04-23
1399,90,749,2018-06-03
1400,10,1213,2018-05-25
1401,91,421,2018-08-26
1402,10,1214,2018-09-17
1403,90,103,2018-07-29
1404,10,1215,2018-09-07
1405,90,588,2018-09-15
1406,10,1216,2018-02-02
1407,91,345,2018-08-03
1408,10,1217,2018-09-21
1409,90,676,2018-11-26
1410,10,1218,2017-12-16
1411,91,628,2017-12-23
1412,10,1219,2018-09-27
1413,90,701,2018-06-17
1414,10,1220,2018-07-20
1415,90,513,2019-05-20
1416,10,1221,2019-08-03
1417,90,780,2019-07-27
1418,10,1222,2019-09-20
1419,91,1144,2019-09-30
1420,10,1223,2019-05-01
1421,90,858,2019-01-19
1422,10,1224,2019-07-11
1423,90,199,2019-06-15
1424,10,1225,2020-01-12
1425,90,1100,2019-01-14
1426,10,1226,2019-04-03
1427,90,1198,2019-04-04
1428,10,1227,2019-05-18
1429,90,782,2019-11-13
1430,10,1228,2019-07-21
1431,90,620,2019-06-16
1432,10,1229,2019-09-02
1433,91,1149,2019-07-15
1434,10,1230,2019-09-27
1435,91,954,2019-06-29
1436,10,1231,2019-07-25
1437,91,862,2019-10-12
1438,10,1232,2019-08-15
1439,91,202,2019-07-27
1440,10,1233,2019-06-26
1441,91,1173,2019-09-15
1442,10,1234,2019-06-22
1443,91,573,2019-06-02
1444,10,1235,2019-10-15
1445,90,215,2019-08-16
1446,10,1236,2019-08-31
1447,91,845,2019-09-08
1448,10,1237,2019-05-02
1449,91,364,2019-10-22
1450,10,1238,2019-08-27
1451,91,1118,2019-04-06
1452,10,1239,2019-04-29
1453,91,1215,2019-05-20
1454,10,1240,2019-06-19
1455,90,988,2019-04-06
1456,10,1241,2019-03-15
1457,90,314,2019-04-03
1458,10,1242,2019-11-06
1459,90,822,2019-03-09
1460,10,1243,2019-07-21
1461,90,748,2020-02-27
1462,10,1244,2019-05-28
1463,90,43,2019-07-30
1464,10,1245,2019-07-09
1465,91,132,2019-11-28
1466,10,1246,2019-07-12
1467,91,322,2019-07-12
1468,10,1247,2019-05-02
1469,90,311,2019-09-02
1470,10,1248,2019-05-12
1471,91,728,2019-01-14
1472,10,1249,2019-05-06
1473,91,521,2019-09-02
1474,10,1250,2019-06-17
1475,91,802,2019-07-27
1476,10,1251,2019-11-30
1477,90,361,2019-04-21
1478,10,1252,2019-11-19
1479,90,500,2019-11-24
1480,10,1253,2019-05-25
1481,90,734,2019-07-18
1482,10,1254,2019-11-09
1483,90,1159,2019-10-22
1484,10,1255,2019-11-17
1485,91,1144,2019-06-23
1486,10,1256,2019-08-18
1487,91,707,2019-07-17
1488,10,1257,2019-06-08
1489,91,802,2019-07-04
1490,10,1258,2019-05-19
1491,90,465,2019-07-08
1492,10,1259,2019-06-14
1493,91,71,2019-06-07
1494,10,1260,2019-09-22
1495,91,1120,2019-10-29
1496,10,1261,2019-04-24
1497,91,351,2019-08-03
1498,10,1262,2019-08-08
1499,91,786,2019-07-07
1500,10,1263,2019-05-12
1501,90,733,2019-03-15
1502,10,1264,2019-08-19
1503,90,996,2019-03-29
1504,10,1265,2019-07-11
1505,91,234,2019-03-19
1506,10,1266,2019-08-25
1507,91,253,2019-05-09
1508,10,1267,2019-11-19
1509,91,862,2019-08-20
1510,10,1268,2019-07-19
1511,90,477,2019-06-05
1512,10,1269,2019-02-22
1513,91,706,2019-07-09
1514,10,1270,2019-04-21
1515,91,275,2019-05-31
1516,10,1271,2019-07-06
1517,90,722,2019-05-02
1518,10,1272,2019-05-19
1519,91,1056,2019-07-09
1520,10,1273,2019-09-21
1521,90,1156,2019-07-07
1522,10,1274,2019-05-03
1523,91,481,2019-07-29
1524,10,1275,2019-05-26
1525,90,495,2020-01-15
1526,10,1276,2019-07-13
1527,90,3,2019-06-24
1528,10,1277,2019-07-25
1529,90,153,2019-08-04
1530,10,1278,2019-03-31
1531,90,266,2019-06-09
1532,10,1279,2019-07-10
1533,91,502,2019-09-27
1534,10,1280,2019-02-20
1535,91,351,2019-06-27
1536,10,1281,2019-11-01
1537,91,940,2019-06-20
1538,10,1282,2019-05-28
1539,91,692,2020-03-31
1540,10,1283,2021-01-05
1541,91,463,2020-04-01
1542,10,1284,2020-05-28
1543,90,863,2020-11-17
1544,10,1285,2020-10-11
1545,91,641,2020-10-20
1546,10,1286,2020-08-16
1547,91,313,2020-04-16
1548,10,1287,2020-06-20
1549,90,353,2020-08-16
1550,10,1288,2020-07-05
1551,90,285,2020-04-12
1552,10,1289,2020-07-23
1553,91,217,2020-10-16
1554,10,1290,2020-10-18
1555,90,275,2020-09-12
1556,10,1291,2020-03-10
1557,90,301,2020-09-28
1558,10,1292,2020-05-30
1559,91,721,2020-09-05
1560,10,1293,2020-08-25
1561,90,710,2020-04-15
1562,10,1294,2020-04-22
1563,91,783,2020-06-09
1564,10,1295,2020-02-25
1565,91,823,2020-02-25
1566,10,1296,2020-08-29
1567,90,1021,2020-09-15
1568,10,1297,2020-04-24
1569,91,1031,2020-07-14
1570,10,1298,2020-07-21
1571,91,409,2020-05-11
1572,10,1299,2020-06-20
1573,91,770,2020-09-03
1574,10,1300,2020-04-19
1575,90,775,2020-08-07
1576,10,1301,2020-06-07
1577,90,1244,2019-12-25
1578,10,1302,2020-08-21
1579,90,937,2020-04-30
1580,10,1303,2020-06-14
1581,91,787,2020-03-02
1582,10,1304,2020-09-22
1583,90,790,2020-11-09
1584,10,1305,2020-04-23
1585,90,1011,2020-07-02
1586,10,1306,2020-07-26
1587,91,854,2020-08-20
1588,10,1307,2020-08-20
1589,90,626,2020-05-16
1590,10,1308,2020-05-15
1591,90,1294,2020-07-01
1592,10,1309,2020-10-22
1593,91,960,2020-09-13
1594,10,1310,2020-05-23
1595,91,855,2020-01-07
1596,10,1311,2020-04-24
1597,90,666,2020-04-29
1598,10,1312,2020-05-28
1599,90,426,2020-03-14
1600,10,1313,2020-07-22
1601,91,457,2020-07-02
1602,10,1314,2020-12-24
1603,91,563,2020-12-24
1604,10,1315,2019-12-21
1605,91,1165,2019-09-17
1606,10,1316,2020-05-18
1607,90,930,2020-10-22
1608,10,1317,2020-07-17
1609,90,950,2020-07-06
1610,10,1318,2020-10-06
1611,91,805,2020-07-26
1612,10,1319,2020-06-07
1613,91,503,2020-11-24
1614,10,1320,2020-12-16
1615,90,140,2020-06-02
1616,10,1321,2020-06-13
1617,91,440,2020-07-22
1618,10,1322,2020-03-01
1619,91,962,2020-05-13
1620,10,1323,2020-06-16
1621,90,345,2021-01-14
1622,10,1324,2020-08-12
1623,91,1299,2020-07-29
1624,10,1325,2020-07-30
1625,90,120,2020-04-12
1626,10,1326,2020-04-20
1627,91,585,2021-01-02
1628,10,1327,2020-07-15
1629,90,610,2021-01-27
1630,10,1328,2020-09-07
1631,91,174,2020-08-10
1632,10,1329,2020-06-01
1633,91,830,2020-07-22
1634,10,1330,2020-05-05
1635,91,42,2020-08-29
1636,10,1331,2020-07-07
1637,90,5,2020-07-15
1638,10,1332,2020-03-12
1639,90,1082,2020-04-16
1640,10,1333,2020-07-16
1641,90,1116,2020-05-13
1642,10,1334,2020-12-15
1643,90,175,2020-08-04
1644,10,1335,2020-07-13
1645,90,910,2020-02-04
1646,10,1336,2020-11-22
1647,90,124,2020-06-14
1648,10,1337,2020-04-10
1649,91,933,2020-07-17
1650,10,1338,2020-04-19
1651,90,951,2020-08-20
1652,10,1339,2020-09-09
1653,91,1295,2020-08-15
1654,10,1340,2020-02-15
1655,90,624,2020-05-21
1656,10,1341,2020-08-27
1657,90,387,2020-05-31
1658,10,1342,2020-09-20
1659,90,416,2020-05-01
1660,10,1343,2020-11-01
1661,90,254,2020-04-18
1662,10,1344,2020-03-19
1663,91,945,2019-12-07
1664,10,1345,2020-04-04
1665,91,141,2020-06-04
1666,10,1346,2020-07-01
1667,90,708,2020-06-10
1668,10,1347,2020-03-28
1669,91,1289,2021-06-18
1670,10,1348,2021-05-08
1671,91,1310,2021-06-10
1672,10,1349,2021-09-16
1673,91,806,2021-06-19
1674,10,1350,2021-03-19
1675,91,1007,2021-12-22
1676,10,1351,2021-05-29
1677,91,1119,2021-06-13
1678,10,1352,2020-11-22
1679,90,253,2021-04-24
1680,10,1353,2021-08-23
1681,91,1319,2021-03-22
1682,10,1354,2021-03-24
1683,90,177,2021-06-03
1684,10,1355,2021-07-04
1685,90,316,2021-07-09
1686,10,1356,2021-04-30
1687,90,850,2021-02-13
1688,10,1357,2021-05-04
1689,91,334,2021-07-20
1690,10,1358,2021-05-30
1691,90,1153,2021-02-24
1692,10,1359,2021-05-25
1693,90,878,2021-02-10
1694,10,1360,2021-09-05
1695,91,1070,2021-10-08
1696,10,1361,2021-09-23
1697,90,705,2021-08-13
1698,10,1362,2021-12-21
1699,90,771,2020-11-20
1700,10,1363,2021-05-01
1701,91,11,2021-09-29
1702,10,1364,2021-08-29
1703,91,673,2021-07-21
1704,10,1365,2021-11-19
1705,91,743,2021-05-28
1706,10,1366,2021-08-10
1707,90,232,2021-06-13
1708,10,1367,2021-07-01
1709,90,541,2021-05-27
1710,10,1368,2021-08-01
1711,90,356,2021-03-29
1712,10,1369,2021-07-07
1713,91,712,2021-04-14
1714,10,1370,2021-05-05
1715,90,1048,2021-12-23
1716,10,1371,2021-08-04
1717,91,1298,2021-10-05
1718,10,1372,2021-05-15
1719,91,1233,2021-07-06
1720,10,1373,2021-06-28
1721,90,180,2021-05-23
1722,10,1374,2021-05-19
1723,91,1235,2021-11-16
1724,10,1375,2021-04-11
1725,90,41,2021-11-20
1726,10,1376,2021-05-23
1727,90,521,2021-05-03
1728,10,1377,2021-06-22
1729,90,1165,2021-07-13
1730,10,1378,2021-04-10
1731,91,72,2021-09-20
1732,10,1379,2021-06-25
1733,91,921,2021-04-23
1734,10,1380,2021-08-19
1735,91,1292,2021-02-24
1736,10,1381,2021-10-22
1737,91,651,2021-07-30
1738,10,1382,2021-04-19
1739,90,509,2021-03-16
1740,10,1383,2021-11-17
1741,91,287,2021-05-27
1742,10,1384,2021-07-23
1743,91,598,2021-09-25
1744,10,1385,2021-05-22
1745,90,1301,2021-11-26
1746,10,1386,2021-05-02
1747,91,889,2021-06-06
1748,10,1387,2021-06-17
1749,91,338,2021-04-26
1750,10,1388,2021-07-07
1751,91,1339,2021-08-09
1752,10,1389,2021-12-17
1753,91,501,2021-05-29
1754,10,1390,2021-06-06
1755,90,763,2021-07-12
1756,10,1391,2020-12-14
1757,90,1098,2021-07-02
1758,10,1392,2021-08-15
1759,91,1009,2021-06-20
1760,10,1393,2021-06-14
1761,90,445,2021-05-15
1762,10,1394,2021-11-06
1763,91,192,2021-06-06
1764,10,1395,2021-08-20
1765,91,975,2021-05-16
1766,10,1396,2021-07-21
1767,90,151,2021-06-15
1768,10,1397,2021-09-29
1769,90,588,2021-03-31
1770,10,1398,2021-07-15
1771,91,776,2021-06-09
1772,10,1399,2021-10-05
1773,90,474,2021-04-20
1774,10,1400,2021-10-17
1775,91,106,2021-04-05
1776,10,1401,2021-03-14
1777,91,121,2021-09-24
1778,10,1402,2020-11-18
1779,91,51,2021-09-23
1780,10,1403,2021-06-09
1781,91,717,2021-07-03
1782,10,1404,2021-06-28
1783,90,1064,2021-08-15
1784,10,1405,2021-06-27
1785,91,847,2021-08-06
1786,10,1406,2021-07-13
1787,91,195,2021-11-03
1788,10,1407,2021-08-02
1789,91,878,2021-08-07
1790,10,1408,2021-12-12
1791,90,451,2021-12-13
1792,10,1409,2021-05-22
1793,90,588,2021-06-28
1794,10,1410,2021-04-20
1795,90,317,2021-07-07
1796,10,1411,2021-03-05
1797,91,159,2021-02-07
1798,10,1412,2021-02-27
1799,90,97,2021-06-28
1800,10,1413,2021-04-14
1801,90,969,2021-01-28
1802,10,1414,2021-09-27
1803,91,276,2021-10-24
1804,10,1415,2021-08-21
1805,91,161,2022-12-03
1806,10,1416,2022-08-26
1807,90,1148,2022-05-12
1808,10,1417,2022-03-09
1809,91,97,2022-07-05
1810,10,1418,2022-08-07
1811,90,678,2022-08-11
1812,10,1419,2022-05-15
1813,90,548,2022-09-08
1814,10,1420,2023-04-14
1815,91,657,2022-02-05
1816,10,1421,2022-03-04
1817,90,1103,2022-06-25
1818,10,1422,2022-01-04
1819,91,368,2022-05-01
1820,10,1423,2022-03-31
1821,90,686,2022-07-14
1822,10,1424,2022-07-04
1823,90,1299,2022-07-11
1824,10,1425,2022-01-09
1825,91,1242,2022-11-05
1826,10,1426,2022-05-24
1827,90,1377,2022-05-06
1828,10,1427,2021-12-15
1829,90,243,2022-08-11
1830,10,1428,2022-03-15
1831,91,180,2022-05-19
1832,10,1429,2022-07-29
1833,91,1157,2022-08-08
1834,10,1430,2022-05-29
1835,90,6,2022-06-18
1836,10,1431,2022-04-21
1837,91,152,2022-10-04
1838,10,1432,2022-08-03
1839,90,728,2022-07-20
1840,10,1433,2022-09-07
1841,91,343,2022-12-02
1842,10,1434,2022-07-31
1843,90,1067,2022-07-29
1844,10,1435,2022-03-28
1845,90,1084,2022-06-03
1846,10,1436,2022-03-08
1847,90,735,2022-06-15
1848,10,1437,2022-02-22
1849,91,70,2022-05-17
1850,10,1438,2022-05-01
1851,91,1076,2022-01-27
1852,10,1439,2022-10-12
1853,90,812,2022-07-23
1854,10,1440,2022-12-25
1855,90,715,2022-04-20
1856,10,1441,2022-07-26
1857,90,954,2022-08-05
1858,10,1442,2022-09-22
1859,91,378,2022-10-25
1860,10,1443,2022-03-06
1861,91,555,2022-08-04
1862,10,1444,2022-10-10
1863,91,1211,2022-04-28
1864,10,1445,2022-02-03
1865,91,846,2022-08-03
1866,10,1446,2022-08-23
1867,91,1369,2022-04-02
1868,10,1447,2022-05-14
1869,91,203,2022-06-17
1870,10,1448,2022-05-30
1871,91,421,2022-08-14
1872,10,1449,2022-10-11
1873,91,299,2022-05-18
1874,10,1450,2022-07-17
1875,91,1248,2022-07-18
1876,10,1451,2022-04-14
1877,90,1095,2022-10-25
1878,10,1452,2022-03-14
1879,90,856,2022-09-12
1880,10,1453,2023-01-06
1881,90,1218,2022-10-29
1882,10,1454,2022-12-09
1883,90,1014,2021-12-20
1884,10,1455,2022-06-01
1885,91,464,2022-06-15
1886,10,1456,2022-04-17
1887,91,465,2022-04-25
1888,10,1457,2022-06-20
1889,91,28,2021-10-30
1890,10,1458,2022-06-17
1891,90,391,2022-12-18
1892,10,1459,2022-04-27
1893,90,753,2022-08-11
1894,10,1460,2022-09-08
1895,91,22,2022-09-27
1896,10,1461,2022-07-30
1897,90,81,2022-10-04
1898,10,1462,2022-09-06
1899,91,347,2022-06-05
1900,10,1463,2022-04-06
1901,90,425,2022-06-29
1902,10,1464,2022-10-19
1903,91,772,2022-06-29
1904,10,1465,2022-05-30
1905,91,1207,2022-01-22
1906,10,1466,2022-06-03
1907,91,155,2022-08-19
1908,10,1467,2022-12-12
1909,90,1132,2022-04-09
1910,10,1468,2022-07-22
1911,91,924,2022-05-21
1912,10,1469,2022-07-22
1913,90,1194,2022-05-04
1914,10,1470,2022-03-16
1915,91,655,2022-03-29
1916,10,1471,2022-06-25
1917,90,656,2022-12-09
1918,10,1472,2022-05-22
1919,90,1290,2022-03-11
1920,10,1473,2022-04-01
1921,90,623,2022-07-04
1922,10,1474,2022-04-24
1923,90,567,2022-05-05
1924,10,1475,2022-07-16
1925,90,852,2022-08-25
1926,10,1476,2022-07-08
1927,91,1054,2022-11-09
1928,10,1477,2022-09-13
1929,91,758,2022-06-11
1930,10,1478,2022-07-21
1931,91,504,2022-08-27
1932,10,1479,2022-05-08
1933,91,1303,2022-01-27
1934,10,1480,2022-06-22
1935,90,1245,2022-03-23
1936,10,1481,2022-06-27
1937,91,292,2022-09-15
1938,10,1482,2022-04-19
1939,90,10,2022-06-15
1940,10,1483,2022-04-19
1941,91,656,2022-05-17
1942,10,1484,2022-05-27
1943,91,1209,2022-06-28
1944,10,1485,2022-12-25
1945,91,1321,2022-07-27
1946,10,1486,2022-11-15
1947,90,867,2022-08-12
1948,10,1487,2022-05-03
1949,90,1329,2023-05-24
1950,10,1488,2023-08-25
1951,90,1360,2023-07-24
1952,10,1489,2023-07-16
1953,91,901,2022-12-21
1954,10,1490,2023-06-19
1955,91,394,2023-09-27
1956,10,1491,2023-06-27
1957,90,1237,2023-01-10
1958,10,1492,2023-02-13
1959,90,364,2023-07-20
1960,10,1493,2023-04-18
1961,90,749,2023-08-15
1962,10,1494,2023-07-05
1963,91,1453,2023-02-20
1964,10,1495,2023-05-18
1965,90,726,2023-05-28
1966,10,1496,2023-07-20
1967,91,152,2024-02-10
1968,10,1497,2023-08-21
1969,90,1022,2023-07-10
1970,10,1498,2023-06-22
1971,90,511,2023-06-13
1972,10,1499,2023-11-29
1973,91,981,2023-07-31
1974,10,1500,2023-06-18
1975,90,869,2024-01-01
1976,10,1501,2023-06-07
1977,90,357,2023-06-25
1978,10,1502,2023-10-13
1979,91,1427,2023-03-02
1980,10,1503,2023-01-30
1981,91,1295,2023-12-21
1982,10,1504,2022-12-24
1983,91,643,2023-08-25
1984,10,1505,2023-09-15
1985,91,820,2023-07-11
1986,10,1506,2023-08-03
1987,90,1220,2023-12-25
1988,10,1507,2023-07-27
1989,91,1183,2023-01-05
1990,10,1508,2023-07-11
1991,90,247,2023-03-24
1992,10,1509,2023-09-09
1993,91,1228,2023-05-18
1994,10,1510,2023-04-01
1995,90,146,2023-06-27
1996,10,1511,2023-04-28
1997,91,1404,2023-12-13
1998,10,1512,2022-11-20
1999,90,651,2023-08-18
2000,10,1513,2023-09-11
2001,91,1339,2023-06-18
2002,10,1514,2023-09-11
2003,90,205,2023-07-21
2004,10,1515,2023-06-18
2005,90,824,2023-08-25
2006,10,1516,2023-04-09
2007,90,920,2023-08-27
2008,10,1517,2023-06-12
2009,90,416,2023-07-19
2010,10,1518,2023-08-06
2011,90,965,2023-03-09
2012,10,1519,2023-06-09
2013,91,1214,2023-07-01
2014,10,1520,2023-02-12
2015,90,1010,2023-08-31
2016,10,1521,2023-04-19
2017,90,720,2023-06-14
2018,10,1522,2023-07-19
2019,90,264,2023-04-21
2020,10,1523,2023-10-03
2021,90,313,2023-06-16
2022,10,1524,2023-06-13
