PerfID,EmpID,Rating,PerfDate
2282,417,4,2017-12-31
2283,418,2,2017-12-31
2284,419,3,2017-12-31
2285,421,3,2017-12-31
2286,422,4,2017-12-31
2287,423,3,2017-12-31
2288,424,3,2017-12-31
2289,425,3,2017-12-31
2290,426,1,2017-12-31
2291,427,3,2017-12-31
2292,428,2,2017-12-31
2293,429,3,2017-12-31
2294,430,2,2017-12-31
2295,431,3,2017-12-31
2296,432,3,2017-12-31
2297,433,4,2017-12-31
2298,434,5,2017-12-31
2299,435,5,2017-12-31
2300,436,2,2017-12-31
2301,437,3,2017-12-31
2302,438,1,2017-12-31
2303,439,3,2017-12-31
2304,440,4,2017-12-31
2305,442,2,2017-12-31
2306,443,3,2017-12-31
2307,444,3,2017-12-31
2308,445,3,2017-12-31
2309,446,3,2017-12-31
2310,447,5,2017-12-31
2311,448,3,2017-12-31
2312,449,4,2017-12-31
2313,450,1,2017-12-31
2314,451,3,2017-12-31
2315,452,2,2017-12-31
2316,453,3,2017-12-31
2317,454,3,2017-12-31
2318,455,3,2017-12-31
2319,456,4,2017-12-31
2320,457,3,2017-12-31
2321,458,2,2017-12-31
2322,459,2,2017-12-31
2323,460,1,2017-12-31
2324,461,2,2017-12-31
2325,462,3,2017-12-31
2326,463,3,2017-12-31
2327,464,4,2017-12-31
2328,465,3,2017-12-31
2329,466,3,2017-12-31
2330,467,1,2017-12-31
2331,468,1,2017-12-31
2332,469,3,2017-12-31
2333,470,4,2017-12-31
2334,471,4,2017-12-31
2335,472,3,2017-12-31
2336,473,4,2017-12-31
2337,474,3,2017-12-31
2338,475,5,2017-12-31
2339,476,2,2017-12-31
2340,477,2,2017-12-31
2341,478,3,2017-12-31
2342,479,3,2017-12-31
2343,480,2,2017-12-31
2344,481,4,2017-12-31
2345,483,3,2017-12-31
2346,484,1,2017-12-31
2347,485,3,2017-12-31
2348,487,2,2017-12-31
2349,490,2,2017-12-31
2350,491,3,2017-12-31
2351,492,3,2017-12-31
2352,493,3,2017-12-31
2353,494,3,2017-12-31
2354,495,3,2017-12-31
2355,496,2,2017-12-31
2356,497,5,2017-12-31
2357,498,2,2017-12-31
2358,499,4,2017-12-31
2359,500,3,2017-12-31
2360,501,3,2017-12-31
2361,502,2,2017-12-31
2362,503,3,2017-12-31
2363,504,2,2017-12-31
2364,505,4,2017-12-31
2365,506,3,2017-12-31
2366,507,3,2017-12-31
2367,508,4,2017-12-31
2368,509,3,2017-12-31
2369,510,3,2017-12-31
2370,511,4,2017-12-31
2371,512,2,2017-12-31
2372,513,2,2017-12-31
2373,515,3,2017-12-31
2374,516,3,2017-12-31
2375,517,2,2017-12-31
2376,518,3,2017-12-31
2377,519,3,2017-12-31
2378,520,2,2017-12-31
2379,521,2,2017-12-31
2380,522,4,2017-12-31
2381,523,5,2017-12-31
2382,524,2,2017-12-31
2383,525,5,2017-12-31
2384,526,2,2017-12-31
2385,527,4,2017-12-31
2386,528,2,2017-12-31
2387,529,2,2017-12-31
2388,530,2,2017-12-31
2389,532,3,2017-12-31
2390,533,3,2017-12-31
2391,534,4,2017-12-31
2392,535,3,2017-12-31
2393,536,1,2017-12-31
2394,537,3,2017-12-31
2395,538,2,2017-12-31
2396,539,5,2017-12-31
2397,540,3,2017-12-31
2398,541,3,2017-12-31
2399,542,3,2017-12-31
2400,543,3,2017-12-31
2401,544,5,2017-12-31
2402,545,3,2017-12-31
2403,546,4,2017-12-31
2404,547,5,2017-12-31
2405,548,4,2017-12-31
2406,549,2,2017-12-31
2407,550,3,2017-12-31
2408,551,3,2017-12-31
2409,552,3,2017-12-31
2410,553,4,2017-12-31
2411,554,3,2017-12-31
2412,555,3,2017-12-31
2413,556,2,2017-12-31
2414,557,3,2017-12-31
2415,558,3,2017-12-31
2416,559,3,2017-12-31
2417,560,2,2017-12-31
2418,561,3,2017-12-31
2419,562,3,2017-12-31
2420,563,3,2017-12-31
2421,565,4,2017-12-31
2422,566,5,2017-12-31
2423,567,3,2017-12-31
2424,568,1,2017-12-31
2425,569,3,2017-12-31
2426,570,3,2017-12-31
2427,571,1,2017-12-31
2428,572,4,2017-12-31
2429,573,3,2017-12-31
2430,574,5,2017-12-31
2431,575,2,2017-12-31
2432,576,3,2017-12-31
2433,577,5,2017-12-31
2434,578,3,2017-12-31
2435,579,2,2017-12-31
2436,581,4,2017-12-31
2437,583,2,2017-12-31
2438,584,1,2017-12-31
2439,585,3,2017-12-31
2440,586,4,2017-12-31
2441,588,3,2017-12-31
2442,589,1,2017-12-31
2443,590,4,2017-12-31
2444,591,2,2017-12-31
2445,593,5,2017-12-31
2446,594,1,2017-12-31
2447,595,3,2017-12-31
2448,596,3,2017-12-31
2449,597,3,2017-12-31
2450,598,1,2017-12-31
2451,600,2,2017-12-31
2452,601,5,2017-12-31
2453,602,1,2017-12-31
2454,604,5,2017-12-31
2455,605,5,2017-12-31
2456,606,3,2017-12-31
2457,607,3,2017-12-31
2458,609,5,2017-12-31
2459,610,2,2017-12-31
2460,611,2,2017-12-31
2461,612,4,2017-12-31
2462,613,1,2017-12-31
2463,614,1,2017-12-31
2464,615,3,2017-12-31
2465,616,4,2017-12-31
2466,617,2,2017-12-31
2467,618,3,2017-12-31
2468,619,4,2017-12-31
2469,620,3,2017-12-31
2470,622,2,2017-12-31
2471,623,5,2017-12-31
2472,624,2,2017-12-31
2473,626,3,2017-12-31
2474,627,3,2017-12-31
2475,629,3,2017-12-31
2476,632,5,2017-12-31
2477,633,4,2017-12-31
2478,634,3,2017-12-31
2479,635,3,2017-12-31
2480,636,1,2017-12-31
2481,638,4,2017-12-31
2482,639,5,2017-12-31
2483,640,4,2017-12-31
2484,641,3,2017-12-31
2485,642,4,2017-12-31
2486,643,4,2017-12-31
2487,644,3,2017-12-31
2488,645,4,2017-12-31
2489,646,3,2017-12-31
2490,647,4,2017-12-31
2491,649,2,2017-12-31
2492,651,1,2017-12-31
2493,652,3,2017-12-31
2494,653,3,2017-12-31
2495,654,2,2017-12-31
2496,655,3,2017-12-31
2497,656,3,2017-12-31
2498,657,2,2017-12-31
2499,658,1,2017-12-31
2500,659,4,2017-12-31
2501,660,4,2017-12-31
2502,661,3,2017-12-31
2503,663,2,2017-12-31
2504,664,3,2017-12-31
2505,666,3,2017-12-31
2506,667,4,2017-12-31
2507,668,2,2017-12-31
2508,669,4,2017-12-31
2509,670,5,2017-12-31
2510,672,5,2017-12-31
2511,673,1,2017-12-31
2512,675,2,2017-12-31
2513,676,3,2017-12-31
2514,677,1,2017-12-31
2515,678,3,2017-12-31
2516,679,3,2017-12-31
2517,680,3,2017-12-31
2518,681,3,2017-12-31
2519,682,3,2017-12-31
2520,683,5,2017-12-31
2521,684,3,2017-12-31
2522,685,3,2017-12-31
2523,686,3,2017-12-31
2524,687,4,2017-12-31
2525,688,3,2017-12-31
2526,689,4,2017-12-31
2527,690,4,2017-12-31
2528,691,5,2017-12-31
2529,692,3,2017-12-31
2530,693,3,2017-12-31
2531,694,5,2017-12-31
2532,695,2,2017-12-31
2533,696,3,2017-12-31
2534,698,3,2017-12-31
2535,699,2,2017-12-31
2536,700,5,2017-12-31
2537,701,3,2017-12-31
2538,702,1,2017-12-31
2539,703,4,2017-12-31
2540,704,3,2017-12-31
2541,705,2,2017-12-31
2542,706,3,2017-12-31
2543,707,4,2017-12-31
2544,708,1,2017-12-31
2545,709,4,2017-12-31
2546,710,2,2017-12-31
2547,711,1,2017-12-31
2548,712,4,2017-12-31
2549,713,2,2017-12-31
2550,714,3,2017-12-31
2551,715,2,2017-12-31
2552,716,2,2017-12-31
2553,717,4,2017-12-31
2554,718,2,2017-12-31
2555,719,3,2017-12-31
2556,720,1,2017-12-31
2557,721,3,2017-12-31
2558,722,3,2017-12-31
2559,723,1,2017-12-31
2560,724,2,2017-12-31
2561,725,4,2017-12-31
2562,726,3,2017-12-31
2563,727,2,2017-12-31
2564,728,2,2017-12-31
2565,729,2,2017-12-31
2566,730,3,2017-12-31
2567,731,3,2017-12-31
2568,732,3,2017-12-31
2569,733,3,2017-12-31
2570,734,5,2017-12-31
2571,735,2,2017-12-31
2572,736,2,2017-12-31
2573,737,2,2017-12-31
2574,738,3,2017-12-31
2575,739,4,2017-12-31
2576,740,3,2017-12-31
2577,741,3,2017-12-31
2578,742,3,2017-12-31
2579,743,3,2017-12-31
2580,744,1,2017-12-31
2581,745,3,2017-12-31
2582,746,2,2017-12-31
2583,747,1,2017-12-31
2584,748,2,2017-12-31
2585,749,3,2017-12-31
2586,750,1,2017-12-31
2587,751,2,2017-12-31
2588,752,3,2017-12-31
2589,753,5,2017-12-31
2590,754,3,2017-12-31
2591,755,3,2017-12-31
2592,757,4,2017-12-31
2593,758,3,2017-12-31
2594,759,4,2017-12-31
2595,760,5,2017-12-31
2596,761,2,2017-12-31
2597,762,4,2017-12-31
2598,763,3,2017-12-31
2599,764,3,2017-12-31
2600,765,2,2017-12-31
2601,767,3,2017-12-31
2602,768,4,2017-12-31
2603,770,1,2017-12-31
2604,771,4,2017-12-31
2605,772,1,2017-12-31
2606,773,1,2017-12-31
2607,774,4,2017-12-31
2608,775,1,2017-12-31
2609,776,2,2017-12-31
2610,777,3,2017-12-31
2611,778,3,2017-12-31
2612,780,3,2017-12-31
2613,782,4,2017-12-31
2614,783,4,2017-12-31
2615,784,3,2017-12-31
2616,785,1,2017-12-31
2617,786,2,2017-12-31
2618,787,2,2017-12-31
2619,788,1,2017-12-31
2620,789,2,2017-12-31
2621,790,3,2017-12-31
2622,791,4,2017-12-31
2623,792,3,2017-12-31
2624,793,3,2017-12-31
2625,795,2,2017-12-31
2626,796,3,2017-12-31
2627,797,3,2017-12-31
2628,798,1,2017-12-31
2629,800,3,2017-12-31
2630,801,3,2017-12-31
2631,802,1,2017-12-31
2632,803,4,2017-12-31
2633,805,4,2017-12-31
2634,806,4,2017-12-31
2635,807,2,2017-12-31
2636,808,4,2017-12-31
2637,809,3,2017-12-31
2638,810,4,2017-12-31
2639,811,2,2017-12-31
2640,812,2,2017-12-31
2641,813,4,2017-12-31
2642,814,3,2017-12-31
2643,815,4,2017-12-31
2644,816,2,2017-12-31
2645,817,4,2017-12-31
2646,818,1,2017-12-31
2647,819,3,2017-12-31
2648,820,1,2017-12-31
2649,821,3,2017-12-31
2650,822,3,2017-12-31
2651,823,5,2017-12-31
2652,824,2,2017-12-31
2653,825,2,2017-12-31
2654,826,3,2017-12-31
2655,827,3,2017-12-31
2656,828,4,2017-12-31
2657,829,1,2017-12-31
2658,830,3,2017-12-31
2659,831,4,2017-12-31
2660,832,2,2017-12-31
2661,833,4,2017-12-31
2662,836,3,2017-12-31
2663,838,3,2017-12-31
2664,840,3,2017-12-31
2665,841,5,2017-12-31
2666,842,3,2017-12-31
2667,843,4,2017-12-31
2668,844,4,2017-12-31
2669,845,3,2017-12-31
2670,846,3,2017-12-31
2671,847,3,2017-12-31
2672,848,2,2017-12-31
2673,849,4,2017-12-31
2674,850,3,2017-12-31
2675,851,2,2017-12-31
2676,852,5,2017-12-31
2677,853,4,2017-12-31
2678,854,2,2017-12-31
2679,855,4,2017-12-31
2680,856,3,2017-12-31
2681,857,2,2017-12-31
2682,858,3,2017-12-31
2683,859,2,2017-12-31
2684,860,4,2017-12-31
2685,861,4,2017-12-31
2686,862,2,2017-12-31
2687,863,3,2017-12-31
2688,864,5,2017-12-31
2689,865,3,2017-12-31
2690,866,1,2017-12-31
2691,867,4,2017-12-31
2692,868,2,2017-12-31
2693,869,3,2017-12-31
2694,870,2,2017-12-31
2695,871,3,2017-12-31
2696,872,1,2017-12-31
2697,873,2,2017-12-31
2698,874,4,2017-12-31
2699,875,4,2017-12-31
2700,876,3,2017-12-31
2701,877,2,2017-12-31
2702,878,2,2017-12-31
2703,879,4,2017-12-31
2704,880,4,2017-12-31
2705,881,4,2017-12-31
2706,883,3,2017-12-31
2707,884,3,2017-12-31
2708,885,3,2017-12-31
2709,886,4,2017-12-31
2710,887,4,2017-12-31
2711,888,4,2017-12-31
2712,889,3,2017-12-31
2713,890,1,2017-12-31
2714,891,3,2017-12-31
2715,892,3,2017-12-31
2716,893,3,2017-12-31
2717,894,4,2017-12-31
2718,895,5,2017-12-31
2719,896,3,2017-12-31
2720,897,3,2017-12-31
2721,898,4,2017-12-31
2722,899,3,2017-12-31
2723,900,3,2017-12-31
2724,901,5,2017-12-31
2725,902,4,2017-12-31
2726,903,2,2017-12-31
2727,904,3,2017-12-31
2728,905,4,2017-12-31
2729,906,1,2017-12-31
2730,907,4,2017-12-31
2731,908,4,2017-12-31
2732,910,3,2017-12-31
2733,911,4,2017-12-31
2734,912,1,2017-12-31
2735,913,4,2017-12-31
2736,914,3,2017-12-31
2737,915,5,2017-12-31
2738,916,3,2017-12-31
2739,917,1,2017-12-31
2740,918,2,2017-12-31
2741,919,2,2017-12-31
2742,920,4,2017-12-31
2743,921,3,2017-12-31
2744,922,1,2017-12-31
2745,923,3,2017-12-31
2746,924,2,2017-12-31
2747,926,3,2017-12-31
2748,927,2,2017-12-31
2749,928,3,2017-12-31
2750,929,3,2017-12-31
2751,930,5,2017-12-31
2752,931,2,2017-12-31
2753,932,2,2017-12-31
2754,933,4,2017-12-31
2755,934,3,2017-12-31
2756,935,2,2017-12-31
2757,936,1,2017-12-31
2758,937,3,2017-12-31
2759,938,2,2017-12-31
2760,939,2,2017-12-31
2761,940,2,2017-12-31
2762,941,3,2017-12-31
2763,942,3,2017-12-31
2764,943,3,2017-12-31
2765,945,3,2017-12-31
2766,946,5,2017-12-31
2767,947,2,2017-12-31
2768,948,1,2017-12-31
2769,949,2,2017-12-31
2770,950,2,2017-12-31
2771,951,3,2017-12-31
2772,952,1,2017-12-31
2773,953,4,2017-12-31
2774,954,3,2017-12-31
2775,956,3,2017-12-31
2776,957,4,2017-12-31
2777,960,3,2017-12-31
2778,961,5,2017-12-31
2779,962,4,2017-12-31
2780,963,2,2017-12-31
2781,964,4,2017-12-31
2782,965,3,2017-12-31
2783,966,3,2017-12-31
2784,967,4,2017-12-31
2785,968,4,2017-12-31
2786,969,3,2017-12-31
2787,970,4,2017-12-31
2788,971,2,2017-12-31
2789,972,3,2017-12-31
2790,973,2,2017-12-31
2791,974,4,2017-12-31
2792,975,3,2017-12-31
2793,977,2,2017-12-31
2794,978,5,2017-12-31
2795,979,4,2017-12-31
2796,980,3,2017-12-31
2797,981,4,2017-12-31
2798,982,4,2017-12-31
2799,983,5,2017-12-31
2800,984,3,2017-12-31
2801,986,2,2017-12-31
2802,987,4,2017-12-31
2803,988,3,2017-12-31
2804,989,3,2017-12-31
2805,990,4,2017-12-31
2806,991,3,2017-12-31
2807,992,5,2017-12-31
2808,993,2,2017-12-31
2809,994,3,2017-12-31
2810,995,4,2017-12-31
2811,996,1,2017-12-31
2812,997,3,2017-12-31
2813,998,4,2017-12-31
2814,999,3,2017-12-31
2815,1000,3,2017-12-31
2816,1001,3,2017-12-31
2817,1002,2,2017-12-31
2818,1003,2,2017-12-31
2819,1004,2,2017-12-31
2820,1005,3,2017-12-31
2821,1007,4,2017-12-31
2822,1008,3,2017-12-31
2823,1009,3,2017-12-31
2824,1010,4,2017-12-31
2825,1011,2,2017-12-31
2826,1012,3,2017-12-31
2827,1013,1,2017-12-31
2828,1014,5,2017-12-31
2829,1015,2,2017-12-31
2830,1016,3,2017-12-31
2831,1017,4,2017-12-31
2832,1018,4,2017-12-31
2833,1020,1,2017-12-31
2834,1021,3,2017-12-31
2835,1022,2,2017-12-31
2836,1023,1,2017-12-31
2837,1024,2,2017-12-31
2838,1025,2,2017-12-31
2839,1026,4,2017-12-31
2840,1027,3,2017-12-31
2841,1029,2,2017-12-31
2842,1030,4,2017-12-31
2843,1031,3,2017-12-31
2844,1032,2,2017-12-31
2845,1033,3,2017-12-31
2846,1034,5,2017-12-31
2847,1035,3,2017-12-31
2848,1036,4,2017-12-31
2849,1037,2,2017-12-31
2850,1038,3,2017-12-31
2851,1039,3,2017-12-31
2852,1041,2,2017-12-31
2853,1042,2,2017-12-31
2854,1043,5,2017-12-31
2855,1044,2,2017-12-31
2856,1045,4,2017-12-31
2857,1047,5,2017-12-31
2858,1048,2,2017-12-31
2859,1049,3,2017-12-31
2860,1050,3,2017-12-31
2861,1051,2,2017-12-31
2862,1053,3,2017-12-31
2863,1054,2,2017-12-31
2864,1055,4,2017-12-31
2865,1056,3,2017-12-31
2866,1057,4,2017-12-31
2867,1058,5,2017-12-31
2868,1059,3,2017-12-31
2869,1060,4,2017-12-31
2870,1061,2,2017-12-31
2871,1062,2,2017-12-31
2872,1063,5,2017-12-31
2873,1064,3,2017-12-31
2874,1065,3,2017-12-31
2875,1066,2,2017-12-31
2876,1067,3,2017-12-31
2877,1068,1,2017-12-31
2878,1069,4,2017-12-31
2879,1070,3,2017-12-31
2880,1072,2,2017-12-31
2881,1073,2,2017-12-31
2882,1074,3,2017-12-31
2883,1075,5,2017-12-31
2884,1076,3,2017-12-31
2885,1077,2,2017-12-31
2886,1078,3,2017-12-31
2887,1079,3,2017-12-31
2888,1080,3,2017-12-31
2889,1081,1,2017-12-31
2890,1082,3,2017-12-31
2891,1083,5,2017-12-31
2892,1084,3,2017-12-31
2893,1085,1,2017-12-31
2894,1086,5,2017-12-31
2895,1087,2,2017-12-31
2896,1088,4,2017-12-31
2897,1089,4,2017-12-31
2898,1090,4,2017-12-31
2899,1091,2,2017-12-31
2900,1092,3,2017-12-31
2901,1093,1,2017-12-31
2902,1094,4,2017-12-31
2903,1095,2,2017-12-31
2904,1096,1,2017-12-31
2905,1097,3,2017-12-31
2906,1098,1,2017-12-31
2907,1100,2,2017-12-31
2908,1101,4,2017-12-31
2909,1102,3,2017-12-31
2910,1103,2,2017-12-31
2911,1104,5,2017-12-31
2912,1105,1,2017-12-31
2913,1106,3,2017-12-31
2914,1107,2,2017-12-31
2915,1108,1,2017-12-31
2916,1109,5,2017-12-31
2917,1110,3,2017-12-31
2918,1111,2,2017-12-31
2919,1112,4,2017-12-31
2920,1113,4,2017-12-31
2921,1114,2,2017-12-31
2922,1115,1,2017-12-31
2923,1116,2,2017-12-31
2924,1117,3,2017-12-31
2925,1118,3,2017-12-31
2926,1119,1,2017-12-31
2927,1120,4,2017-12-31
2928,1121,3,2017-12-31
2929,1122,5,2017-12-31
2930,1123,2,2017-12-31
2931,1124,2,2017-12-31
2932,1125,1,2017-12-31
2933,1126,4,2017-12-31
2934,1127,4,2017-12-31
2935,1128,4,2017-12-31
2936,1129,5,2017-12-31
2937,1130,4,2017-12-31
2938,1131,3,2017-12-31
2939,1132,1,2017-12-31
2940,1133,4,2017-12-31
2941,1134,4,2017-12-31
2942,1135,4,2017-12-31
2943,1136,4,2017-12-31
2944,1137,2,2017-12-31
2945,1138,5,2017-12-31
2946,1139,5,2017-12-31
2947,1140,4,2017-12-31
2948,1141,3,2017-12-31
2949,1142,3,2017-12-31
2950,1143,3,2017-12-31
2951,1144,5,2017-12-31
2952,1145,4,2017-12-31
2953,1146,1,2017-12-31
2954,1147,1,2017-12-31
2955,1148,1,2017-12-31
2956,1149,3,2017-12-31
2957,1150,3,2017-12-31
2958,1151,2,2017-12-31
2959,1152,2,2017-12-31
2960,1153,5,2017-12-31
2961,1154,4,2017-12-31
2962,1155,3,2017-12-31
2963,1156,4,2017-12-31
2964,1157,3,2017-12-31
2965,1158,2,2017-12-31
2966,1159,3,2017-12-31
2967,1160,4,2017-12-31
2968,1161,4,2017-12-31
2969,1207,2,2017-12-31
2970,1218,5,2017-12-31
2971,2,4,2018-12-31
2972,3,4,2018-12-31
2973,4,2,2018-12-31
2974,5,1,2018-12-31
2975,6,4,2018-12-31
2976,8,3,2018-12-31
2977,10,2,2018-12-31
2978,11,1,2018-12-31
2979,12,3,2018-12-31
2980,13,4,2018-12-31
2981,14,1,2018-12-31
2982,15,3,2018-12-31
2983,16,2,2018-12-31
2984,17,2,2018-12-31
2985,18,3,2018-12-31
2986,19,2,2018-12-31
2987,20,4,2018-12-31
2988,21,1,2018-12-31
2989,22,2,2018-12-31
2990,23,4,2018-12-31
2991,24,1,2018-12-31
2992,25,3,2018-12-31
2993,26,3,2018-12-31
2994,27,4,2018-12-31
2995,28,3,2018-12-31
2996,29,4,2018-12-31
2997,30,2,2018-12-31
2998,32,5,2018-12-31
2999,33,5,2018-12-31
3000,34,3,2018-12-31
3001,35,1,2018-12-31
3002,36,4,2018-12-31
3003,37,3,2018-12-31
3004,38,4,2018-12-31
3005,39,3,2018-12-31
3006,41,4,2018-12-31
3007,42,4,2018-12-31
3008,43,3,2018-12-31
3009,44,3,2018-12-31
3010,45,4,2018-12-31
3011,46,5,2018-12-31
3012,47,4,2018-12-31
3013,48,3,2018-12-31
3014,50,2,2018-12-31
3015,51,1,2018-12-31
3016,54,3,2018-12-31
3017,55,3,2018-12-31
3018,56,1,2018-12-31
3019,57,2,2018-12-31
3020,58,4,2018-12-31
3021,59,3,2018-12-31
3022,60,5,2018-12-31
3023,62,4,2018-12-31
3024,64,1,2018-12-31
3025,65,2,2018-12-31
3026,66,4,2018-12-31
3027,67,2,2018-12-31
3028,68,3,2018-12-31
3029,69,3,2018-12-31
3030,70,5,2018-12-31
3031,71,4,2018-12-31
3032,72,3,2018-12-31
3033,74,3,2018-12-31
3034,75,3,2018-12-31
3035,77,3,2018-12-31
3036,78,3,2018-12-31
3037,79,2,2018-12-31
3038,80,4,2018-12-31
3039,81,4,2018-12-31
3040,83,3,2018-12-31
3041,84,3,2018-12-31
3042,85,3,2018-12-31
3043,86,3,2018-12-31
3044,87,3,2018-12-31
3045,88,2,2018-12-31
3046,89,4,2018-12-31
3047,90,3,2018-12-31
3048,91,3,2018-12-31
3049,92,3,2018-12-31
3050,93,2,2018-12-31
3051,94,4,2018-12-31
3052,96,3,2018-12-31
3053,97,1,2018-12-31
3054,98,4,2018-12-31
3055,99,4,2018-12-31
3056,100,3,2018-12-31
3057,101,5,2018-12-31
3058,102,4,2018-12-31
3059,104,3,2018-12-31
3060,105,1,2018-12-31
3061,106,4,2018-12-31
3062,107,3,2018-12-31
3063,108,3,2018-12-31
3064,109,4,2018-12-31
3065,110,4,2018-12-31
3066,111,3,2018-12-31
3067,112,1,2018-12-31
3068,113,3,2018-12-31
3069,114,4,2018-12-31
3070,115,3,2018-12-31
3071,116,2,2018-12-31
3072,118,4,2018-12-31
3073,119,1,2018-12-31
3074,120,3,2018-12-31
3075,121,2,2018-12-31
3076,122,3,2018-12-31
3077,123,2,2018-12-31
3078,124,3,2018-12-31
3079,125,3,2018-12-31
3080,127,3,2018-12-31
3081,128,3,2018-12-31
3082,129,2,2018-12-31
3083,130,4,2018-12-31
3084,131,4,2018-12-31
3085,132,3,2018-12-31
3086,134,3,2018-12-31
3087,135,3,2018-12-31
3088,136,3,2018-12-31
3089,137,3,2018-12-31
3090,139,5,2018-12-31
3091,140,4,2018-12-31
3092,141,4,2018-12-31
3093,143,2,2018-12-31
3094,144,3,2018-12-31
3095,145,3,2018-12-31
3096,146,3,2018-12-31
3097,148,4,2018-12-31
3098,149,3,2018-12-31
3099,150,4,2018-12-31
3100,151,2,2018-12-31
3101,152,4,2018-12-31
3102,153,3,2018-12-31
3103,154,2,2018-12-31
3104,155,3,2018-12-31
3105,156,5,2018-12-31
3106,157,3,2018-12-31
3107,159,3,2018-12-31
3108,160,5,2018-12-31
3109,161,3,2018-12-31
3110,162,5,2018-12-31
3111,163,2,2018-12-31
3112,166,2,2018-12-31
3113,167,4,2018-12-31
3114,168,3,2018-12-31
3115,169,3,2018-12-31
3116,170,2,2018-12-31
3117,171,3,2018-12-31
3118,172,3,2018-12-31
3119,174,3,2018-12-31
3120,175,4,2018-12-31
3121,176,2,2018-12-31
3122,177,3,2018-12-31
3123,179,1,2018-12-31
3124,180,5,2018-12-31
3125,181,2,2018-12-31
3126,182,2,2018-12-31
3127,185,2,2018-12-31
3128,186,2,2018-12-31
3129,187,4,2018-12-31
3130,188,4,2018-12-31
3131,189,3,2018-12-31
3132,191,1,2018-12-31
3133,192,2,2018-12-31
3134,193,4,2018-12-31
3135,194,4,2018-12-31
3136,195,3,2018-12-31
3137,196,3,2018-12-31
3138,197,2,2018-12-31
3139,198,3,2018-12-31
3140,199,3,2018-12-31
3141,200,1,2018-12-31
3142,202,2,2018-12-31
3143,203,4,2018-12-31
3144,204,5,2018-12-31
3145,205,3,2018-12-31
3146,206,1,2018-12-31
3147,208,4,2018-12-31
3148,209,3,2018-12-31
3149,212,4,2018-12-31
3150,213,4,2018-12-31
3151,215,3,2018-12-31
3152,216,4,2018-12-31
3153,217,3,2018-12-31
3154,218,3,2018-12-31
3155,219,4,2018-12-31
3156,220,3,2018-12-31
3157,221,1,2018-12-31
3158,222,5,2018-12-31
3159,223,4,2018-12-31
3160,224,2,2018-12-31
3161,225,3,2018-12-31
3162,227,2,2018-12-31
3163,229,2,2018-12-31
3164,230,5,2018-12-31
3165,231,1,2018-12-31
3166,232,3,2018-12-31
3167,234,4,2018-12-31
3168,235,3,2018-12-31
3169,236,3,2018-12-31
3170,237,4,2018-12-31
3171,238,2,2018-12-31
3172,239,2,2018-12-31
3173,240,4,2018-12-31
3174,241,4,2018-12-31
3175,242,2,2018-12-31
3176,243,4,2018-12-31
3177,244,3,2018-12-31
3178,245,3,2018-12-31
3179,246,5,2018-12-31
3180,247,4,2018-12-31
3181,248,5,2018-12-31
3182,249,1,2018-12-31
3183,251,3,2018-12-31
3184,252,1,2018-12-31
3185,253,2,2018-12-31
3186,254,5,2018-12-31
3187,255,2,2018-12-31
3188,256,1,2018-12-31
3189,258,3,2018-12-31
3190,259,4,2018-12-31
3191,260,3,2018-12-31
3192,261,4,2018-12-31
3193,262,3,2018-12-31
3194,263,3,2018-12-31
3195,264,1,2018-12-31
3196,265,4,2018-12-31
3197,266,5,2018-12-31
3198,267,3,2018-12-31
3199,268,3,2018-12-31
3200,269,5,2018-12-31
3201,270,3,2018-12-31
3202,271,2,2018-12-31
3203,272,1,2018-12-31
3204,274,3,2018-12-31
3205,275,3,2018-12-31
3206,276,3,2018-12-31
3207,277,5,2018-12-31
3208,278,3,2018-12-31
3209,279,3,2018-12-31
3210,280,4,2018-12-31
3211,281,1,2018-12-31
3212,282,3,2018-12-31
3213,283,4,2018-12-31
3214,284,5,2018-12-31
3215,285,3,2018-12-31
3216,286,2,2018-12-31
3217,287,3,2018-12-31
3218,288,5,2018-12-31
3219,289,1,2018-12-31
3220,291,3,2018-12-31
3221,292,3,2018-12-31
3222,294,3,2018-12-31
3223,295,3,2018-12-31
3224,296,2,2018-12-31
3225,297,3,2018-12-31
3226,298,2,2018-12-31
3227,299,5,2018-12-31
3228,301,3,2018-12-31
3229,302,1,2018-12-31
3230,304,3,2018-12-31
3231,305,4,2018-12-31
3232,306,3,2018-12-31
3233,307,3,2018-12-31
3234,308,2,2018-12-31
3235,310,3,2018-12-31
3236,311,3,2018-12-31
3237,312,2,2018-12-31
3238,313,4,2018-12-31
3239,314,2,2018-12-31
3240,315,3,2018-12-31
3241,316,2,2018-12-31
3242,317,4,2018-12-31
3243,318,3,2018-12-31
3244,319,4,2018-12-31
3245,320,1,2018-12-31
3246,322,4,2018-12-31
3247,323,3,2018-12-31
3248,324,4,2018-12-31
3249,325,3,2018-12-31
3250,326,2,2018-12-31
3251,327,3,2018-12-31
3252,329,3,2018-12-31
3253,330,5,2018-12-31
3254,331,3,2018-12-31
3255,332,1,2018-12-31
3256,333,3,2018-12-31
3257,334,2,2018-12-31
3258,335,4,2018-12-31
3259,336,2,2018-12-31
3260,337,3,2018-12-31
3261,338,2,2018-12-31
3262,339,3,2018-12-31
3263,340,1,2018-12-31
3264,341,4,2018-12-31
3265,342,5,2018-12-31
3266,343,5,2018-12-31
3267,344,4,2018-12-31
3268,345,1,2018-12-31
